,month,maximum_rainfall_in_a_day,no_of_rainy_days,total_rainfall,mean_rh,mean_sunshine_hrs,mean_temp,wet_bulb_temperature
333,2009-10-01,38.4,15.0,133.4,82.8,5.4,28.2,25.861424731182797
334,2009-11-01,61.4,23.0,281.8,85.6,4.7,27.2,25.274583333333336
335,2009-12-01,42.6,18.0,189.8,86.3,4.7,27.1,25.261693548387097
336,2010-01-01,24.5,10.0,69.5,82.1,7.1,27.5,25.016397849462365
337,2010-02-01,2.9,4.0,6.3,77.3,8.8,28.9,25.641964285714288
338,2010-03-01,57.6,11.0,238.0,79.9,6.1,28.6,25.731989247311827
339,2010-04-01,40.0,18.0,158.5,84.1,6.2,28.6,26.349444444444444
340,2010-05-01,90.5,17.0,157.5,82.2,6.5,29.2,26.713575268817205
341,2010-06-01,43.0,19.0,240.5,83.9,5.1,28.3,26.11875
342,2010-07-01,121.1,18.0,298.5,84.8,4.6,27.7,25.6497311827957
343,2010-08-01,60.2,16.0,158.4,84.2,5.4,27.9,25.741263440860216
344,2010-09-01,28.0,13.0,121.5,82.5,5.7,28.0,25.610833333333332
345,2010-10-01,58.1,17.0,166.2,82.3,4.2,28.3,25.80282258064516
346,2010-11-01,41.6,21.0,278.8,85.9,5.0,27.4,25.448611111111113
347,2010-12-01,85.8,14.0,181.4,85.3,3.6,26.8,24.836290322580645
348,2011-01-01,216.2,17.0,513.2,85.8,4.5,26.3,24.433467741935484
349,2011-02-01,17.4,8.0,23.0,81.1,7.5,27.3,24.69151785714286
350,2011-03-01,54.0,22.0,256.6,85.5,4.6,27.1,25.072311827956987
351,2011-04-01,61.8,12.0,217.8,83.9,7.2,27.9,25.689999999999998
352,2011-05-01,34.2,15.0,127.0,85.3,5.9,28.5,26.479166666666668
353,2011-06-01,82.0,15.0,213.0,83.7,5.0,28.4,26.13875
354,2011-07-01,30.0,7.0,76.6,81.3,7.8,28.7,26.110483870967744
355,2011-08-01,30.2,13.0,81.4,82.6,6.1,27.9,25.56048387096774
356,2011-09-01,40.4,14.0,136.4,82.7,5.1,27.8,25.50986111111111
357,2011-10-01,54.0,20.0,216.8,87.4,5.3,27.3,25.508198924731182
358,2011-11-01,78.6,24.0,377.8,87.8,4.6,27.1,25.45347222222222
359,2011-12-01,87.4,21.0,284.6,88.4,3.3,26.6,25.062634408602147
360,2012-01-01,26.2,16.0,106.1,87.3,6.0,26.7,25.007930107526885
361,2012-02-01,38.4,11.0,83.6,85.6,7.0,27.2,25.257183908045977
362,2012-03-01,92.3,21.0,313.4,87.3,4.2,27.0,25.314247311827955
363,2012-04-01,48.4,20.0,260.6,85.1,5.8,27.6,25.57111111111111
364,2012-05-01,79.2,19.0,292.0,83.1,5.6,28.2,25.842473118279568
365,2012-06-01,38.2,8.0,53.0,79.0,6.0,28.7,25.799305555555556
366,2012-07-01,35.4,17.0,130.8,81.1,6.2,27.7,25.18494623655914
367,2012-08-01,31.0,12.0,119.0,79.8,6.1,27.9,25.202016129032256
368,2012-09-01,35.8,10.0,107.6,79.7,5.6,27.9,25.150555555555556
369,2012-10-01,22.6,13.0,122.2,81.3,5.9,27.7,25.155779569892474
370,2012-11-01,49.2,22.0,208.2,85.4,4.4,27.1,25.138472222222223
371,2012-12-01,78.8,22.0,363.4,87.0,3.6,26.7,24.978494623655912
372,2013-01-01,73.0,15.0,262.0,82.1,6.0,27.1,24.62849462365591
373,2013-02-01,95.2,22.0,395.2,86.9,4.0,26.5,24.79285714285714
374,2013-03-01,29.6,10.0,85.8,80.4,7.5,28.3,25.5497311827957
375,2013-04-01,41.6,19.0,159.4,82.7,5.2,28.2,25.81625
376,2013-05-01,46.2,17.0,211.4,83.1,5.4,28.2,25.848387096774193
377,2013-06-01,22.4,12.0,111.4,74.6,6.4,29.0,25.30388888888889
378,2013-07-01,37.4,15.0,174.6,79.9,5.7,27.8,25.04193548387097
379,2013-08-01,43.2,15.0,165.6,79.0,6.1,27.9,25.04422043010753
380,2013-09-01,52.6,19.0,257.0,81.3,4.6,27.5,25.012916666666666
381,2013-10-01,139.8,19.0,285.4,79.9,6.3,27.7,24.95766129032258
382,2013-11-01,44.0,22.0,292.4,84.6,4.5,27.1,25.066666666666666
383,2013-12-01,119.8,21.0,348.2,85.8,3.5,26.5,24.609139784946237
384,2014-01-01,31.2,5.0,75.4,78.5,5.3,26.2,23.391129032258064
385,2014-02-01,0.2,1.0,0.2,74.5,8.8,27.2,23.708333333333332
386,2014-03-01,52.6,6.0,66.0,76.0,8.0,27.9,24.54462365591398
387,2014-04-01,28.8,17.0,110.0,80.0,5.7,28.2,25.461805555555557
388,2014-05-01,22.2,18.0,125.8,80.2,5.8,28.6,25.811424731182797
389,2014-06-01,18.8,11.0,71.4,77.5,6.0,29.0,25.880972222222223
390,2014-07-01,29.0,15.0,148.6,78.3,5.5,28.7,25.704704301075267
391,2014-08-01,44.2,20.0,241.0,79.7,4.5,27.7,24.933198924731183
392,2014-09-01,34.6,9.0,83.6,75.6,7.0,28.5,25.079583333333332
393,2014-10-01,32.8,10.0,120.0,77.0,6.0,28.4,25.170295698924733
394,2014-11-01,64.4,23.0,250.8,82.4,5.4,27.5,25.094722222222224
395,2014-12-01,48.2,17.0,245.6,82.6,3.7,27.0,24.71545698924731
396,2015-01-01,33.6,6.0,79.6,77.6,7.4,26.9,23.8377688172043
397,2015-02-01,10.8,6.0,18.8,75.4,7.3,27.0,23.633035714285715
398,2015-03-01,46.0,5.0,84.4,75.8,7.3,28.2,24.765860215053763
399,2015-04-01,18.8,13.0,73.2,77.1,7.2,28.6,25.373055555555553
400,2015-05-01,22.2,12.0,89.0,78.9,5.8,28.7,25.795564516129033
401,2015-06-01,28.4,10.0,95.8,75.8,6.7,29.0,25.58625
402,2015-07-01,45.8,13.0,116.8,74.9,7.1,29.1,25.54422043010753
403,2015-08-01,63.2,11.0,185.8,76.7,6.1,28.4,25.17755376344086
404,2015-09-01,18.4,8.0,61.6,75.0,4.3,28.7,25.183611111111112
405,2015-10-01,28.6,9.0,87.2,75.4,4.7,28.7,25.2127688172043
406,2015-11-01,25.8,13.0,72.6,79.1,4.8,28.0,25.090416666666666
407,2015-12-01,40.4,19.0,302.3,81.1,5.3,27.7,25.13037634408602
408,2016-01-01,39.6,15.0,126.6,79.6,7.2,28.3,25.472580645161287
409,2016-02-01,71.8,10.0,186.0,78.8,6.5,27.8,24.938505747126438
410,2016-03-01,2.4,6.0,6.2,74.7,8.0,29.0,25.40456989247312
411,2016-04-01,18.2,14.0,89.8,75.6,7.0,29.4,25.945277777777775
412,2016-05-01,54.8,12.0,193.8,77.4,6.2,29.3,26.075806451612905
413,2016-06-01,67.8,13.0,162.8,77.7,5.4,28.5,25.419166666666666
414,2016-07-01,59.4,20.0,168.6,77.3,6.3,28.4,25.259543010752687
415,2016-08-01,30.6,15.0,139.2,74.0,6.7,28.9,25.236155913978497
416,2016-09-01,34.0,15.0,118.9,73.9,5.5,28.3,24.610138888888887
417,2016-10-01,75.4,16.0,181.0,72.0,4.6,28.3,24.35282258064516
418,2016-11-01,65.6,20.0,290.2,77.6,3.5,27.4,24.353194444444444
419,2016-12-01,73.0,23.0,292.6,72.8,5.1,27.4,23.570833333333333
420,2017-01-01,60.6,21.0,197.6,84.8,4.8,26.9,24.893010752688173
421,2017-02-01,31.0,15.0,158.4,83.2,7.1,26.9,24.679464285714282
422,2017-03-01,30.2,11.0,136.2,82.5,6.1,27.4,24.988440860215057
423,2017-04-01,42.8,21.0,208.6,83.5,5.3,27.8,25.54638888888889
424,2017-05-01,44.8,15.0,190.0,82.8,5.9,28.5,26.114650537634407
425,2017-06-01,29.6,10.0,106.0,80.2,6.3,28.5,25.75847222222222
426,2017-07-01,30.2,9.0,79.6,79.6,7.0,28.3,25.50577956989247
427,2017-08-01,29.4,18.0,84.2,79.9,6.1,28.1,25.39059139784946
428,2017-09-01,20.2,19.0,124.4,81.0,5.7,28.0,25.380555555555556
429,2017-10-01,31.2,18.0,120.8,82.5,5.5,27.9,25.47970430107527
430,2017-11-01,45.2,24.0,268.6,86.3,4.2,27.1,25.229999999999997
431,2017-12-01,69.8,23.0,371.2,85.2,5.6,27.0,25.010080645161292
432,2018-01-01,45.8,25.0,287.0,86.6,4.1,26.1,24.34543010752688
433,2018-02-01,13.0,5.0,14.8,77.2,8.0,27.2,24.058630952380952
434,2018-03-01,15.2,10.0,44.6,78.4,6.4,28.0,24.96532258064516
435,2018-04-01,14.0,14.0,61.2,78.5,6.8,28.5,25.470000000000002
436,2018-05-01,47.4,19.0,132.2,79.0,5.8,28.7,25.72244623655914
437,2018-06-01,46.8,17.0,182.6,79.3,4.1,28.4,25.57097222222222
438,2018-07-01,32.4,10.0,143.2,77.7,6.1,28.5,25.403091397849465
439,2018-08-01,34.6,11.0,121.6,77.0,6.7,28.5,25.324596774193548
440,2018-09-01,45.0,13.0,144.4,77.1,6.0,28.0,24.81625
441,2018-10-01,60.6,18.0,234.4,79.7,6.1,27.9,25.083870967741937
442,2018-11-01,20.6,27.0,169.6,83.2,3.8,27.3,25.04638888888889
443,2018-12-01,43.8,19.0,172.6,81.5,5.1,27.6,25.06532258064516
444,2019-01-01,38.2,9.0,63.6,75.6,7.1,28.0,24.605376344086025
445,2019-02-01,13.4,5.0,31.6,74.1,9.2,28.2,24.58169642857143
446,2019-03-01,29.0,6.0,72.2,72.3,8.3,28.7,24.7375
447,2019-04-01,52.4,9.0,174.8,77.6,5.9,28.6,25.502777777777776
448,2019-05-01,17.2,13.0,69.0,79.2,7.0,29.3,26.34193548387097
449,2019-06-01,37.6,16.0,173.8,79.5,5.3,28.4,25.61277777777778
450,2019-07-01,6.6,8.0,12.2,75.2,7.5,29.0,25.546505376344083
451,2019-08-01,3.8,6.0,11.8,72.1,7.6,29.1,25.14758064516129
452,2019-09-01,16.4,4.0,22.8,73.0,6.7,29.0,25.17666666666667
453,2019-10-01,92.2,15.0,176.8,78.1,6.5,28.1,25.08306451612903
454,2019-11-01,73.4,15.0,137.4,79.2,5.5,28.0,25.128194444444443
455,2019-12-01,74.2,14.0,421.5,83.9,4.8,26.7,24.581317204301076
456,2020-01-01,38.0,6.0,88.4,77.9,7.1,27.7,24.690725806451614
457,2020-02-01,23.8,8.0,65.0,76.0,8.3,27.9,24.543390804597703
458,2020-03-01,47.4,8.0,108.8,75.2,7.6,28.6,25.122580645161293
459,2020-04-01,51.8,12.0,188.0,76.4,7.1,28.9,25.509722222222223
460,2020-05-01,53.8,16.0,255.6,79.1,5.7,28.9,26.02405913978495
461,2020-06-01,41.0,21.0,233.8,80.2,4.3,28.1,25.440416666666664
462,2020-07-01,30.4,22.0,140.8,78.2,5.7,27.9,25.021639784946235
463,2020-08-01,34.6,12.0,103.4,76.8,6.4,28.3,25.113844086021505
464,2020-09-01,32.8,18.0,150.2,79.0,4.8,27.5,24.719305555555557
465,2020-10-01,19.0,16.0,78.8,75.4,4.3,28.3,24.916263440860217
466,2020-11-01,64.2,19.0,220.6,81.7,4.0,27.2,24.803055555555556
467,2020-12-01,58.2,20.0,253.2,81.1,5.2,27.2,24.651612903225807
468,2021-01-01,210.6,17.0,692.8,82.6,4.2,26.0,23.73333333333333
469,2021-02-01,0.6,2.0,1.0,73.8,8.2,27.3,23.745386904761904
470,2021-03-01,38.0,14.0,182.4,76.6,7.3,27.9,24.68938172043011
471,2021-04-01,83.8,14.0,290.4,77.4,6.8,28.2,25.122500000000002
472,2021-05-01,49.8,13.0,245.8,79.3,6.0,28.7,25.861424731182797
473,2021-06-01,23.8,20.0,93.4,77.8,6.5,28.5,25.489305555555553
474,2021-07-01,75.0,12.0,195.8,76.5,6.8,28.6,25.36922043010753
475,2021-08-01,71.4,24.0,293.6,80.4,4.8,27.6,24.96317204301075
476,2021-09-01,63.4,14.0,205.4,77.3,6.4,28.3,25.195833333333333
477,2021-10-01,59.6,14.0,177.0,78.3,6.2,28.5,25.493682795698923
478,2021-11-01,47.8,23.0,312.4,81.7,4.9,27.6,25.111944444444443
479,2021-12-01,46.8,15.0,119.6,79.7,5.4,27.7,24.95604838709677
480,2022-01-01,50.0,9.0,99.8,77.4,8.3,27.4,24.380913978494625
481,2022-02-01,29.6,16.0,175.0,80.3,5.9,27.3,24.64985119047619
482,2022-03-01,36.2,21.0,163.2,79.2,6.4,28.1,25.253225806451614
483,2022-04-01,58.8,18.0,239.6,80.0,5.2,28.1,25.375416666666666
484,2022-05-01,44.6,12.0,102.0,76.5,6.7,29.2,25.881317204301077
485,2022-06-01,59.4,17.0,211.8,79.1,4.7,27.9,25.118055555555557
486,2022-07-01,27.8,16.0,145.2,76.8,6.2,28.6,25.43911290322581
487,2022-08-01,32.4,15.0,141.4,77.4,5.5,28.1,25.072311827956987
